'EmployeeID','Department.ID','HourlyRate','Vehicle','DistanceFromHome','University.ID','TotalWorkingYears','JobInvolvement','Age','BusinessTravel','Education.years','EducationField','Gender','MaritalStatus','NumCompaniesWorked','OverTime','JobRole'
277,2,43,4,10,6,5,3,34,'Travel_Frequently',4,'Medical','Male','Divorced',1,'Yes','Research Scientist'
287,2,63,4,9,10,5,2,40,'Non-Travel',5,'Life Sciences','Male','Married',9,'No','Healthcare Representative'
350,2,62,5,1,18,5,3,25,'Travel_Rarely',3,'Life Sciences','Female','Married',0,'No','Manufacturing Director'
359,2,100,5,7,11,5,4,32,'Travel_Frequently',3,'Life Sciences','Male','Married',1,'No','Laboratory Technician'
364,2,79,3,2,2,5,3,28,'Travel_Rarely',4,'Life Sciences','Male','Single',2,'No','Laboratory Technician'
377,2,94,1,9,17,5,3,28,'Travel_Rarely',3,'Medical','Male','Married',1,'No','Research Scientist'
390,2,60,1,11,1,5,3,26,'Travel_Frequently',2,'Medical','Male','Married',1,'Yes','Healthcare Representative'
394,2,45,1,16,1,5,3,26,'Travel_Rarely',4,'Medical','Male','Divorced',2,'Yes','Laboratory Technician'
395,2,66,5,8,19,5,3,28,'Travel_Rarely',2,'Life Sciences','Female','Single',1,'No','Research Scientist'
440,2,84,4,2,16,5,1,28,'Travel_Rarely',4,'Medical','Male','Married',5,'Yes','Research Scientist'
497,2,82,4,1,3,5,3,27,'Travel_Rarely',2,'Medical','Male','Divorced',1,'No','Laboratory Technician'
700,2,54,5,3,9,5,2,27,'Travel_Rarely',4,'Medical','Male','Single',0,'No','Research Scientist'
705,2,58,2,4,1,5,4,23,'Travel_Rarely',3,'Medical','Male','Married',2,'No','Research Scientist'
758,2,37,3,9,19,5,3,23,'Travel_Rarely',1,'Medical','Male','Married',1,'No','Laboratory Technician'
763,2,86,2,2,14,5,2,40,'Travel_Rarely',1,'Medical','Female','Single',0,'Yes','Research Scientist'
791,2,41,1,19,7,5,3,52,'Non-Travel',4,'Medical','Male','Married',0,'No','Research Scientist'
792,2,71,5,1,14,5,1,26,'Travel_Frequently',2,'Life Sciences','Female','Divorced',3,'No','Laboratory Technician'
828,2,46,1,2,11,5,3,28,'Travel_Rarely',4,'Medical','Male','Single',6,'No','Research Scientist'
951,2,70,2,1,11,5,2,32,'Non-Travel',3,'Life Sciences','Female','Married',6,'No','Laboratory Technician'
995,2,53,4,13,4,5,3,33,'Travel_Rarely',1,'Life Sciences','Female','Single',3,'No','Research Scientist'
1009,2,41,3,17,10,5,2,24,'Travel_Rarely',1,'Medical','Female','Divorced',1,'No','Manufacturing Director'
1010,2,39,3,14,6,5,2,35,'Travel_Rarely',4,'Other','Male','Divorced',1,'Yes','Laboratory Technician'
1068,2,66,2,1,9,5,2,26,'Travel_Frequently',1,'Medical','Female','Divorced',1,'No','Research Scientist'
1108,2,55,2,25,7,5,2,33,'Travel_Rarely',3,'Medical','Male','Single',4,'Yes','Research Scientist'
1140,2,95,4,2,18,5,3,34,'Travel_Frequently',2,'Life Sciences','Male','Single',2,'No','Manufacturing Director'
1210,2,95,3,5,11,5,2,41,'Non-Travel',2,'Life Sciences','Male','Divorced',6,'No','Research Scientist'
1259,2,76,1,4,18,5,3,27,'Travel_Rarely',2,'Life Sciences','Male','Divorced',1,'No','Research Scientist'
1286,2,44,4,1,11,5,3,28,'Travel_Frequently',4,'Medical','Male','Single',0,'Yes','Laboratory Technician'
1301,2,84,1,1,19,5,3,28,'Travel_Rarely',3,'Technical Degree','Male','Single',2,'No','Research Scientist'
1374,2,92,1,26,11,5,2,34,'Non-Travel',1,'Technical Degree','Female','Divorced',1,'No','Research Scientist'
1407,2,36,3,2,6,5,2,26,'Travel_Rarely',1,'Medical','Male','Single',0,'No','Research Scientist'
1441,2,90,3,1,7,5,3,56,'Travel_Rarely',2,'Life Sciences','Female','Married',2,'No','Research Scientist'
1533,2,97,5,20,13,5,3,23,'Travel_Rarely',1,'Life Sciences','Male','Single',0,'No','Laboratory Technician'
1545,2,44,3,25,7,5,2,33,'Travel_Rarely',3,'Life Sciences','Male','Single',1,'No','Manufacturing Director'
1558,2,91,4,9,6,5,4,29,'Travel_Rarely',3,'Life Sciences','Male','Married',6,'No','Research Scientist'
1647,2,86,2,8,15,5,4,27,'Travel_Rarely',3,'Medical','Female','Married',7,'No','Research Scientist'
1684,2,93,5,8,2,5,2,23,'Travel_Rarely',1,'Medical','Male','Single',1,'Yes','Laboratory Technician'
1707,2,62,5,9,12,5,4,24,'Travel_Rarely',3,'Medical','Male','Married',1,'No','Research Scientist'
1772,2,94,4,9,9,5,3,41,'Travel_Rarely',4,'Life Sciences','Male','Divorced',1,'No','Laboratory Technician'
1782,2,40,3,6,8,5,2,38,'Travel_Rarely',2,'Other','Female','Married',1,'No','Laboratory Technician'
1799,2,82,4,1,18,5,3,28,'Travel_Rarely',3,'Life Sciences','Male','Married',1,'No','Research Scientist'
1905,2,85,5,16,17,5,1,34,'Non-Travel',4,'Technical Degree','Male','Married',1,'Yes','Research Scientist'
1907,2,97,1,24,6,5,3,56,'Travel_Rarely',2,'Life Sciences','Male','Single',1,'No','Laboratory Technician'
1947,2,49,3,16,6,5,3,28,'Non-Travel',3,'Medical','Male','Single',1,'No','Research Scientist'
1949,2,66,5,9,7,5,4,36,'Non-Travel',4,'Life Sciences','Male','Married',1,'No','Laboratory Technician'
1982,2,78,3,12,1,5,3,23,'Travel_Rarely',2,'Other','Male','Single',1,'No','Laboratory Technician'
2003,2,43,2,11,9,5,3,35,'Travel_Rarely',4,'Medical','Male','Married',7,'Yes','Laboratory Technician'
2054,2,73,5,28,16,5,2,29,'Travel_Rarely',4,'Medical','Female','Single',1,'No','Research Scientist'
72,3,47,1,23,5,5,2,26,'Travel_Rarely',3,'Marketing','Female','Married',7,'Yes','Sales Executive'
129,3,43,3,4,10,5,3,28,'Non-Travel',3,'Medical','Male','Married',1,'No','Sales Executive'
437,3,74,1,2,8,5,3,27,'Travel_Rarely',3,'Life Sciences','Male','Single',1,'Yes','Sales Executive'
467,3,99,3,4,10,5,3,47,'Travel_Frequently',1,'Medical','Male','Single',3,'No','Sales Representative'
507,3,77,2,10,2,5,3,24,'Travel_Rarely',4,'Marketing','Female','Divorced',1,'Yes','Sales Executive'
527,3,99,4,4,9,5,2,25,'Travel_Rarely',2,'Life Sciences','Female','Single',1,'Yes','Sales Executive'
620,3,80,4,1,2,5,3,35,'Travel_Rarely',3,'Medical','Female','Single',1,'No','Sales Executive'
667,3,85,5,2,9,5,3,27,'Travel_Rarely',1,'Marketing','Male','Divorced',0,'No','Sales Representative'
684,3,100,5,26,15,5,3,45,'Travel_Frequently',4,'Life Sciences','Female','Married',2,'No','Sales Executive'
800,3,84,3,8,15,5,3,27,'Travel_Frequently',1,'Marketing','Male','Married',0,'No','Sales Executive'
879,3,98,2,3,1,5,3,25,'Travel_Rarely',1,'Other','Male','Married',1,'Yes','Sales Executive'
885,3,87,1,4,17,5,2,25,'Travel_Rarely',1,'Marketing','Male','Married',1,'No','Sales Executive'
896,3,48,4,1,18,5,2,29,'Travel_Rarely',3,'Medical','Female','Divorced',6,'Yes','Sales Representative'
975,3,86,3,18,20,5,3,35,'Travel_Rarely',3,'Medical','Female','Married',1,'No','Sales Executive'
1113,3,81,4,1,15,5,3,50,'Travel_Frequently',4,'Other','Male','Single',3,'Yes','Sales Executive'
1137,3,54,3,11,8,5,3,35,'Travel_Frequently',2,'Marketing','Male','Divorced',1,'No','Sales Executive'
1212,3,62,5,2,6,5,3,40,'Travel_Frequently',4,'Medical','Male','Married',5,'No','Sales Executive'
1240,3,57,5,10,10,5,3,25,'Travel_Rarely',4,'Life Sciences','Male','Single',0,'No','Sales Executive'
1364,3,98,5,11,7,5,4,27,'Travel_Rarely',3,'Medical','Female','Married',8,'No','Sales Representative'
1380,3,67,1,18,17,5,3,35,'Travel_Frequently',4,'Marketing','Female','Married',0,'Yes','Sales Executive'
1387,3,48,1,26,2,5,2,28,'Travel_Rarely',3,'Life Sciences','Male','Married',1,'No','Sales Executive'
1445,3,42,3,4,13,5,3,24,'Travel_Rarely',1,'Medical','Female','Married',1,'Yes','Sales Executive'
1477,3,54,1,7,4,5,3,33,'Travel_Frequently',3,'Medical','Male','Married',0,'No','Sales Executive'
1486,3,92,5,1,14,5,3,28,'Travel_Frequently',3,'Technical Degree','Male','Married',3,'No','Sales Representative'
1507,3,55,2,7,12,5,3,28,'Travel_Frequently',3,'Life Sciences','Male','Single',0,'No','Sales Executive'
1598,3,84,1,14,18,5,3,40,'Travel_Rarely',2,'Life Sciences','Female','Married',1,'No','Sales Executive'
1787,3,46,4,9,12,5,2,37,'Travel_Rarely',2,'Marketing','Male','Married',1,'No','Sales Executive'
1836,3,46,5,10,8,5,3,26,'Travel_Rarely',3,'Medical','Male','Single',1,'No','Sales Executive'
2060,3,30,1,5,16,5,2,26,'Travel_Rarely',3,'Other','Female','Single',0,'No','Sales Representative'
869,1,63,3,8,11,6,2,28,'Travel_Rarely',2,'Medical','Male','Divorced',1,'No','Human Resources'
878,1,77,1,8,16,6,2,36,'Travel_Rarely',3,'Life Sciences','Male','Married',0,'No','Human Resources'
1049,1,36,5,24,9,6,3,45,'Travel_Rarely',4,'Medical','Male','Single',1,'No','Human Resources'
1164,1,100,2,8,1,6,3,35,'Travel_Rarely',4,'Technical Degree','Male','Single',1,'No','Human Resources'
1499,1,46,5,1,8,6,3,30,'Travel_Rarely',3,'Life Sciences','Male','Divorced',0,'No','Human Resources'
1747,1,66,5,8,11,6,2,30,'Travel_Frequently',3,'Human Resources','Female','Divorced',6,'No','Human Resources'
1818,1,69,5,20,9,6,3,26,'Travel_Rarely',2,'Medical','Female','Married',0,'Yes','Human Resources'
1987,1,82,5,2,8,6,3,25,'Travel_Rarely',3,'Human Resources','Female','Married',4,'No','Human Resources'
7,2,40,2,2,12,6,3,27,'Travel_Rarely',1,'Medical','Male','Married',9,'No','Laboratory Technician'
14,2,84,5,16,3,6,4,35,'Travel_Rarely',3,'Medical','Male','Married',0,'No','Laboratory Technician'
19,2,50,2,24,16,6,2,28,'Travel_Rarely',3,'Life Sciences','Male','Single',5,'Yes','Laboratory Technician'
24,2,45,3,2,13,6,3,38,'Travel_Rarely',3,'Life Sciences','Male','Single',5,'Yes','Research Scientist'
45,2,61,3,1,7,6,3,24,'Travel_Rarely',3,'Medical','Male','Married',2,'Yes','Research Scientist'
46,2,72,1,2,2,6,4,43,'Travel_Rarely',2,'Medical','Female','Divorced',1,'No','Research Scientist'
51,2,82,2,5,6,6,2,36,'Travel_Rarely',4,'Life Sciences','Female','Married',9,'Yes','Research Scientist'
85,2,95,2,11,12,6,2,36,'Travel_Frequently',3,'Life Sciences','Male','Single',1,'No','Manufacturing Director'
94,2,76,1,2,1,6,3,29,'Travel_Rarely',3,'Life Sciences','Male','Married',0,'No','Research Scientist'
105,2,30,1,1,16,6,2,35,'Travel_Rarely',3,'Medical','Male','Single',1,'No','Research Scientist'
150,2,52,2,18,16,6,3,24,'Travel_Rarely',1,'Life Sciences','Male','Married',0,'No','Laboratory Technician'
198,2,35,2,2,4,6,2,30,'Travel_Rarely',1,'Medical','Male','Single',0,'No','Laboratory Technician'
218,2,57,2,9,2,6,3,27,'Non-Travel',3,'Medical','Male','Divorced',6,'No','Research Scientist'
233,2,51,2,17,6,6,3,27,'Travel_Rarely',3,'Technical Degree','Male','Married',0,'Yes','Research Scientist'
274,2,60,3,1,13,6,2,27,'Travel_Frequently',1,'Technical Degree','Male','Married',5,'No','Manufacturing Director'
308,2,90,5,1,8,6,1,31,'Non-Travel',4,'Medical','Male','Married',0,'No','Manufacturing Director'
316,2,89,2,2,18,6,2,52,'Travel_Rarely',3,'Life Sciences','Female','Single',7,'No','Laboratory Technician'
346,2,60,3,15,14,6,3,29,'Travel_Rarely',3,'Life Sciences','Male','Single',1,'No','Research Scientist'
355,2,71,2,29,11,6,2,31,'Travel_Frequently',2,'Medical','Male','Single',0,'No','Laboratory Technician'
369,2,85,1,5,4,6,4,25,'Non-Travel',2,'Life Sciences','Male','Divorced',1,'No','Healthcare Representative'
384,2,84,5,1,1,6,3,26,'Travel_Frequently',3,'Life Sciences','Female','Divorced',1,'No','Manufacturing Director'
423,2,86,1,5,7,6,3,31,'Travel_Rarely',4,'Technical Degree','Male','Married',0,'Yes','Research Scientist'
495,2,54,1,23,20,6,3,29,'Travel_Rarely',3,'Life Sciences','Male','Single',9,'No','Research Scientist'
501,2,96,5,2,1,6,3,36,'Travel_Rarely',3,'Life Sciences','Female','Married',4,'No','Research Scientist'
538,2,91,5,3,19,6,3,25,'Travel_Rarely',3,'Medical','Male','Married',5,'No','Laboratory Technician'
565,2,71,5,25,11,6,2,29,'Travel_Rarely',5,'Technical Degree','Female','Married',5,'No','Research Scientist'
577,2,46,4,22,17,6,1,35,'Travel_Rarely',3,'Life Sciences','Male','Single',0,'No','Laboratory Technician'
639,2,89,1,23,10,6,4,24,'Travel_Rarely',3,'Medical','Male','Married',1,'Yes','Research Scientist'
647,2,55,3,7,14,6,3,24,'Travel_Frequently',3,'Life Sciences','Female','Married',1,'Yes','Laboratory Technician'
649,2,83,2,1,11,6,2,34,'Travel_Rarely',2,'Life Sciences','Male','Married',1,'Yes','Research Scientist'
655,2,66,2,6,11,6,2,27,'Travel_Rarely',4,'Medical','Female','Divorced',0,'No','Research Scientist'
679,2,92,2,9,17,6,3,32,'Travel_Rarely',4,'Life Sciences','Female','Married',1,'Yes','Research Scientist'
773,2,92,3,2,3,6,3,38,'Travel_Rarely',5,'Medical','Male','Married',6,'Yes','Research Scientist'
802,2,82,1,10,20,6,3,37,'Travel_Rarely',1,'Life Sciences','Female','Divorced',0,'Yes','Research Scientist'
804,2,86,5,2,10,6,2,34,'Travel_Rarely',4,'Medical','Female','Single',1,'No','Research Scientist'
838,2,100,5,16,8,6,2,34,'Travel_Frequently',4,'Life Sciences','Female','Single',1,'No','Research Scientist'
854,2,65,4,2,16,6,4,25,'Travel_Rarely',1,'Medical','Male','Single',7,'No','Research Scientist'
856,2,53,1,27,10,6,2,35,'Travel_Rarely',1,'Medical','Female','Single',1,'No','Research Scientist'
888,2,46,2,4,9,6,2,24,'Non-Travel',1,'Life Sciences','Male','Married',0,'No','Laboratory Technician'
930,2,77,2,9,10,6,3,28,'Travel_Rarely',3,'Medical','Female','Divorced',5,'No','Research Scientist'
939,2,100,5,1,14,6,2,33,'Travel_Rarely',4,'Other','Male','Single',3,'Yes','Research Scientist'
969,2,42,2,1,3,6,2,33,'Travel_Rarely',3,'Life Sciences','Female','Single',0,'No','Healthcare Representative'
998,2,84,3,1,10,6,4,33,'Travel_Frequently',4,'Other','Female','Married',1,'Yes','Healthcare Representative'
1053,2,57,4,2,5,6,3,26,'Travel_Frequently',3,'Life Sciences','Male','Married',6,'Yes','Research Scientist'
1083,2,59,2,1,9,6,2,26,'Travel_Rarely',2,'Medical','Male','Married',1,'No','Laboratory Technician'
1115,2,40,1,3,10,6,2,34,'Non-Travel',4,'Life Sciences','Male','Married',3,'No','Research Scientist'
1136,2,67,3,2,19,6,2,28,'Travel_Rarely',1,'Life Sciences','Male','Married',0,'No','Research Scientist'
1158,2,46,3,12,16,6,3,41,'Travel_Rarely',4,'Life Sciences','Male','Married',3,'Yes','Laboratory Technician'
1173,2,49,4,24,4,6,3,24,'Travel_Rarely',3,'Medical','Male','Single',8,'No','Laboratory Technician'
1200,2,96,3,10,11,6,3,44,'Travel_Rarely',4,'Life Sciences','Male','Single',1,'Yes','Research Scientist'
1202,2,69,2,15,18,6,1,29,'Travel_Rarely',1,'Life Sciences','Female','Married',0,'Yes','Research Scientist'
1206,2,74,3,17,17,6,1,44,'Non-Travel',3,'Life Sciences','Male','Single',2,'No','Research Scientist'
1216,2,78,2,19,7,6,2,28,'Travel_Rarely',4,'Medical','Male','Married',1,'No','Laboratory Technician'
1251,2,80,5,11,2,6,3,31,'Travel_Rarely',2,'Medical','Male','Married',1,'Yes','Healthcare Representative'
1260,2,82,3,7,18,6,3,29,'Travel_Rarely',3,'Life Sciences','Male','Divorced',1,'Yes','Healthcare Representative'
1310,2,93,4,23,8,6,3,39,'Travel_Rarely',3,'Medical','Male','Single',0,'No','Research Scientist'
1340,2,74,1,16,14,6,3,40,'Non-Travel',2,'Life Sciences','Male','Divorced',9,'No','Research Scientist'
1434,2,91,1,11,2,6,3,27,'Travel_Rarely',1,'Life Sciences','Male','Married',0,'No','Laboratory Technician'
1475,2,49,1,20,6,6,3,44,'Travel_Rarely',3,'Life Sciences','Male','Single',1,'No','Research Scientist'
1590,2,87,1,2,1,6,3,29,'Travel_Frequently',1,'Life Sciences','Male','Divorced',1,'No','Healthcare Representative'
1607,2,35,2,5,4,6,4,32,'Travel_Rarely',4,'Other','Female','Married',3,'No','Research Scientist'
1609,2,48,4,7,7,6,2,30,'Travel_Rarely',3,'Medical','Male','Married',1,'No','Research Scientist'
1622,2,39,4,27,14,6,1,28,'Travel_Rarely',3,'Medical','Female','Divorced',0,'No','Manufacturing Director'
1646,2,32,3,2,15,6,3,24,'Travel_Frequently',1,'Technical Degree','Female','Single',1,'Yes','Research Scientist'
1648,2,87,1,2,18,6,3,27,'Travel_Frequently',3,'Medical','Male','Single',2,'No','Research Scientist'
1704,2,79,2,2,18,6,2,35,'Travel_Frequently',4,'Medical','Male','Single',0,'Yes','Research Scientist'
1721,2,69,4,2,3,6,3,31,'Travel_Rarely',4,'Life Sciences','Male','Married',1,'No','Laboratory Technician'
1725,2,91,2,29,4,6,3,24,'Travel_Rarely',1,'Medical','Male','Divorced',1,'No','Laboratory Technician'
1751,2,67,4,8,17,6,3,27,'Travel_Rarely',3,'Medical','Female','Single',1,'No','Research Scientist'
1755,2,97,2,2,13,6,4,34,'Travel_Rarely',4,'Medical','Male','Married',0,'Yes','Research Scientist'
1767,2,38,4,17,3,6,2,43,'Travel_Frequently',3,'Technical Degree','Male','Married',9,'Yes','Research Scientist'
1792,2,99,3,1,3,6,3,44,'Travel_Frequently',2,'Medical','Male','Divorced',1,'Yes','Research Scientist'
1826,2,91,2,23,20,6,1,35,'Travel_Rarely',4,'Medical','Male','Married',0,'No','Laboratory Technician'
1850,2,53,3,5,4,6,3,27,'Travel_Frequently',2,'Life Sciences','Female','Single',0,'Yes','Laboratory Technician'
1931,2,41,3,2,14,6,3,27,'Travel_Rarely',4,'Technical Degree','Male','Married',1,'No','Research Scientist'
1954,2,89,4,1,19,6,3,29,'Travel_Rarely',3,'Life Sciences','Male','Married',0,'No','Healthcare Representative'
1960,2,32,2,17,8,6,2,28,'Travel_Rarely',3,'Technical Degree','Male','Divorced',5,'No','Laboratory Technician'
2010,2,49,5,29,15,6,2,32,'Travel_Rarely',4,'Life Sciences','Female','Single',1,'No','Laboratory Technician'
2020,2,42,1,1,19,6,3,44,'Travel_Rarely',3,'Medical','Male','Single',6,'Yes','Research Scientist'
2064,2,87,4,4,2,6,4,27,'Travel_Rarely',3,'Life Sciences','Male','Married',1,'Yes','Manufacturing Director'
2068,2,82,1,8,12,6,4,34,'Travel_Rarely',3,'Medical','Male','Married',2,'No','Laboratory Technician'
142,3,46,2,5,1,6,2,25,'Travel_Rarely',3,'Marketing','Male','Single',1,'Yes','Sales Executive'
183,3,41,2,28,6,6,2,25,'Travel_Rarely',3,'Life Sciences','Male','Married',2,'No','Sales Executive'
216,3,75,2,2,3,6,3,34,'Travel_Frequently',4,'Marketing','Female','Married',6,'No','Sales Representative'
330,3,56,4,4,18,6,3,32,'Travel_Rarely',2,'Life Sciences','Female','Married',2,'No','Sales Representative'
449,3,73,3,1,6,6,3,27,'Non-Travel',1,'Marketing','Male','Married',0,'Yes','Sales Executive'
453,3,57,4,1,6,6,1,40,'Travel_Rarely',2,'Medical','Male','Married',2,'Yes','Sales Executive'
523,3,72,3,4,17,6,3,34,'Non-Travel',4,'Marketing','Female','Married',9,'No','Sales Executive'
533,3,83,2,12,15,6,3,30,'Travel_Rarely',3,'Technical Degree','Female','Single',0,'No','Sales Executive'
554,3,62,4,1,18,6,3,24,'Travel_Rarely',1,'Technical Degree','Female','Single',1,'Yes','Sales Representative'
631,3,60,1,11,6,6,4,32,'Non-Travel',4,'Other','Male','Married',8,'No','Sales Executive'
641,3,66,2,28,12,6,3,26,'Travel_Rarely',2,'Marketing','Male','Married',1,'No','Sales Executive'
677,3,39,3,8,11,6,3,33,'Travel_Rarely',4,'Marketing','Male','Divorced',0,'No','Sales Executive'
690,3,62,1,3,3,6,3,29,'Travel_Rarely',2,'Medical','Female','Married',1,'No','Sales Executive'
714,3,71,3,3,16,6,4,27,'Travel_Frequently',1,'Medical','Female','Divorced',1,'Yes','Sales Executive'
781,3,32,2,26,2,6,3,25,'Travel_Rarely',1,'Medical','Female','Single',1,'No','Sales Executive'
786,3,60,2,2,1,6,3,34,'Travel_Rarely',3,'Other','Male','Single',1,'No','Sales Executive'
796,3,38,1,8,13,6,2,26,'Travel_Rarely',3,'Technical Degree','Male','Single',6,'No','Sales Executive'
808,3,93,1,8,12,6,3,34,'Travel_Rarely',2,'Life Sciences','Female','Married',5,'No','Sales Executive'
819,3,69,5,16,2,6,3,33,'Travel_Rarely',3,'Marketing','Female','Single',5,'No','Sales Executive'
983,3,85,2,10,12,6,3,38,'Non-Travel',3,'Technical Degree','Female','Single',1,'Yes','Sales Executive'
1157,3,77,5,9,11,6,3,33,'Travel_Rarely',4,'Marketing','Female','Single',0,'Yes','Sales Executive'
1163,3,70,4,9,6,6,3,34,'Travel_Rarely',1,'Life Sciences','Female','Married',1,'No','Sales Executive'
1399,3,93,5,18,3,6,4,25,'Travel_Rarely',1,'Life Sciences','Male','Married',2,'No','Sales Executive'
1403,3,98,2,10,6,6,2,27,'Travel_Rarely',3,'Marketing','Female','Married',1,'Yes','Sales Executive'
1439,3,68,4,9,17,6,2,25,'Travel_Rarely',2,'Life Sciences','Male','Married',3,'No','Sales Representative'
1469,3,84,2,5,5,6,3,28,'Travel_Rarely',3,'Medical','Male','Single',0,'No','Sales Executive'
1554,3,98,1,28,6,6,2,35,'Travel_Rarely',4,'Life Sciences','Female','Married',0,'No','Sales Representative'
1670,3,93,5,2,17,6,3,33,'Travel_Rarely',4,'Medical','Male','Divorced',1,'No','Sales Executive'
1700,3,31,1,1,5,6,1,37,'Travel_Frequently',4,'Medical','Male','Divorced',1,'No','Sales Executive'
1749,3,51,5,5,4,6,3,31,'Travel_Rarely',3,'Technical Degree','Male','Married',1,'No','Sales Executive'
1779,3,32,3,3,15,6,1,34,'Travel_Rarely',2,'Life Sciences','Female','Single',5,'No','Sales Executive'
1801,3,98,5,26,11,6,2,46,'Non-Travel',2,'Life Sciences','Male','Single',8,'No','Sales Executive'
1933,3,84,4,13,1,6,3,28,'Travel_Rarely',2,'Marketing','Female','Single',3,'Yes','Sales Executive'
1935,3,89,3,11,9,6,2,56,'Travel_Rarely',5,'Marketing','Female','Married',4,'No','Sales Executive'
1945,3,71,5,18,17,6,3,35,'Travel_Rarely',4,'Medical','Male','Married',0,'No','Sales Executive'
2018,3,85,1,8,6,6,3,25,'Travel_Rarely',2,'Other','Female','Divorced',0,'Yes','Sales Executive'
133,1,63,2,6,13,7,3,37,'Travel_Rarely',4,'Human Resources','Male','Divorced',4,'Yes','Human Resources'
321,1,52,5,6,7,7,3,59,'Travel_Rarely',2,'Medical','Male','Married',8,'No','Human Resources'
910,1,57,2,3,7,7,3,33,'Travel_Rarely',2,'Human Resources','Male','Divorced',3,'Yes','Human Resources'
1152,1,37,5,1,7,7,4,38,'Travel_Rarely',3,'Human Resources','Male','Married',1,'No','Human Resources'
1972,1,88,3,1,16,7,3,38,'Travel_Frequently',4,'Other','Male','Married',0,'Yes','Human Resources'
4,2,92,1,2,15,7,2,37,'Travel_Rarely',2,'Other','Male','Single',6,'Yes','Laboratory Technician'
21,2,80,4,5,18,7,4,32,'Travel_Rarely',2,'Life Sciences','Male','Divorced',0,'Yes','Research Scientist'
39,2,78,4,2,10,7,3,33,'Travel_Rarely',3,'Medical','Male','Single',4,'No','Laboratory Technician'
77,2,51,5,1,13,7,2,37,'Travel_Rarely',4,'Life Sciences','Male','Divorced',1,'No','Manufacturing Director'
155,2,39,5,3,5,7,3,36,'Travel_Rarely',2,'Life Sciences','Female','Divorced',5,'No','Laboratory Technician'
161,2,72,1,14,7,7,3,56,'Travel_Rarely',4,'Life Sciences','Female','Married',9,'Yes','Research Scientist'
178,2,84,3,6,10,7,3,36,'Travel_Rarely',2,'Medical','Male','Divorced',6,'No','Manufacturing Director'
200,2,94,1,9,19,7,3,41,'Travel_Rarely',4,'Life Sciences','Male','Married',2,'No','Laboratory Technician'
246,2,95,3,12,3,7,3,31,'Travel_Rarely',1,'Medical','Female','Married',8,'Yes','Research Scientist'
260,2,99,5,9,17,7,3,27,'Travel_Rarely',3,'Medical','Female','Single',1,'No','Research Scientist'
262,2,37,5,7,17,7,4,43,'Non-Travel',3,'Medical','Male','Divorced',4,'No','Research Scientist'
275,2,92,1,18,3,7,3,49,'Non-Travel',4,'Life Sciences','Male','Divorced',1,'Yes','Manufacturing Director'
300,2,85,3,1,3,7,3,29,'Travel_Rarely',3,'Technical Degree','Male','Single',0,'No','Research Scientist'
305,2,47,3,4,3,7,2,33,'Travel_Rarely',4,'Medical','Female','Married',6,'No','Research Scientist'
309,2,70,1,3,17,7,2,59,'Travel_Rarely',3,'Life Sciences','Male','Married',3,'No','Research Scientist'
332,2,96,4,1,8,7,3,39,'Travel_Rarely',4,'Medical','Female','Divorced',7,'No','Laboratory Technician'
454,2,77,5,8,8,7,1,29,'Travel_Rarely',4,'Other','Male','Married',1,'Yes','Laboratory Technician'
487,2,30,5,7,7,7,3,46,'Non-Travel',4,'Medical','Female','Married',2,'No','Manufacturing Director'
510,2,73,3,3,3,7,3,26,'Travel_Frequently',1,'Technical Degree','Male','Single',0,'No','Research Scientist'
551,2,88,5,28,5,7,2,42,'Travel_Frequently',4,'Technical Degree','Female','Married',0,'No','Healthcare Representative'
752,2,57,2,19,17,7,4,42,'Travel_Frequently',3,'Medical','Male','Divorced',6,'Yes','Research Scientist'
775,2,32,2,8,13,7,3,34,'Travel_Rarely',5,'Life Sciences','Female','Divorced',3,'No','Manufacturing Director'
806,2,38,2,1,1,7,1,30,'Travel_Rarely',3,'Life Sciences','Male','Married',3,'No','Laboratory Technician'
826,2,40,5,1,7,7,4,35,'Travel_Rarely',4,'Life Sciences','Female','Single',3,'No','Research Scientist'
887,2,36,2,1,5,7,3,49,'Travel_Rarely',3,'Technical Degree','Female','Married',2,'No','Research Scientist'
977,2,51,4,2,10,7,3,58,'Travel_Rarely',3,'Technical Degree','Male','Single',4,'No','Research Scientist'
1004,2,48,3,22,2,7,3,30,'Travel_Rarely',3,'Life Sciences','Female','Married',4,'Yes','Research Scientist'
1084,2,85,4,20,14,7,3,30,'Travel_Rarely',3,'Other','Male','Married',0,'No','Manufacturing Director'
1103,2,45,4,3,1,7,3,34,'Travel_Frequently',1,'Life Sciences','Male','Single',0,'No','Healthcare Representative'
1106,2,32,4,4,13,7,3,25,'Travel_Rarely',1,'Technical Degree','Male','Married',1,'Yes','Laboratory Technician'
1195,2,83,4,7,1,7,3,45,'Travel_Rarely',3,'Medical','Female','Married',4,'Yes','Research Scientist'
1221,2,60,4,6,7,7,1,36,'Travel_Rarely',4,'Life Sciences','Male','Divorced',1,'No','Laboratory Technician'
1258,2,76,5,2,6,7,4,48,'Travel_Rarely',2,'Technical Degree','Male','Single',5,'No','Laboratory Technician'
1358,2,67,3,19,12,7,3,25,'Travel_Rarely',1,'Medical','Male','Married',3,'No','Laboratory Technician'
1361,2,88,3,1,14,7,3,40,'Travel_Rarely',4,'Life Sciences','Male','Married',3,'No','Laboratory Technician'
